Line #,Process,Commit Stack,Commit Time (s),Decommit Time (s),Address,Count,Impacting Size (MB),Size (MB)
48511,,"[Root]/chaos_core.dll!make_fcontext/chaos_core.dll!Chaos::Coroutine::CoroutineEntry/chaos_core.dll!Chaos::CoroutineScheduler::fiberMain/chaos_core.dll!Chaos::TaskScheduleThread::loopInState/chaos_core.dll!std::_Func_impl_no_alloc<<lambda_2ccb245c0d40c1022834a5584fd861d9>,Chaos::LoopBodyResult,Chaos::TaskScheduleThread *>::_Do_call/chaos_core.dll!<lambda_2ccb245c0d40c1022834a5584fd861d9>::operator()/chaos_core.dll!Chaos::CoroutineScheduler::getFreeCo/chaos_core.dll!Chaos::Coroutine::Coroutine/chaos_client.dll!Chaos::FixedsizeStackAllocator<Chaos::CoroutineStackMemoryAllocator>::createStack/chaos_core.dll!Chaos::CoroutineStackMemoryAllocator::allignedAlloc/chaos_mempool.dll!Chaos::MemoryPool::DebugAllocator::AllocateAligned/chaos_mempool.dll!_malloc_base/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpAllocateHeap/ntdll.dll!RtlpHpAllocVirtBlockCommitFirst/chaos_core.dll!Chaos::MemTrack::`anonymous namespace'::Hook_NtAllocateVirtualMemory/ntdll.dll!NtAllocateVirtualMemory/ntoskrnl.exe!KiSystemServiceCopyEnd/ntoskrnl.exe!NtAllocateVirtualMemory/ntoskrnl.exe!MiAllocateVirtualMemoryCommon/ntoskrnl.exe!MiAllocateVirtualMemory",32.322563300,32.535703800,0x000001746B685000,1,0.000,1.016
48601,,"[Root]/ntdll.dll!RtlUserThreadStart/kernel32.dll!BaseThreadInitThunk/chaos_common.dll!thread_start<unsigned int (__cdecl*)(void *),1>/chaos_common.dll!std::thread::_Invoke<std::tuple<void (__cdecl*)(void *),Chaos::AssetManager *>,0,1>/chaos_common.dll!Chaos::AssetManager::handleFileLoading/chaos_common.dll!Chaos::AssetManager::loadSingleFile/chaos_common.dll!Chaos::AssetManager::loadSingleAsset/chaos_common.dll!Chaos::AssetManager::loadRawAsset/chaos_common.dll!Chaos::SketumOperators::loadAssetFromBinaryFile/chaos_common.dll!Chaos::SketumOperators::loadSketumFromBinary/chaos_common.dll!Chaos::SketumLoadFromBinaryOperation::processSketumType<Chaos::EntityRSA>/chaos_common.dll!Chaos::SketumBinaryProcessor<Chaos::EntityRSA>::processSketum<Chaos::SketumBinaryLoader>/chaos_common.dll!Chaos::SketumBinaryLoader::processSketum<Chaos::TagPointDefinition>/chaos_common.dll!Chaos::STLWrap::DynamicArrayWrap<Chaos::TagPointDefinition,Chaos::AllocatorWithPool<Chaos::TagPointDefinition> >::resize/chaos_common.dll!std::vector<Chaos::TagPointDefinition,Chaos::AllocatorWithPool<Chaos::TagPointDefinition> >::_Resize_reallocate<std::_Value_init_tag>/chaos_common.dll!Chaos::MemoryPool::internal::AllocateHelper<Chaos::MemoryPool::Pool const >/chaos_mempool.dll!Chaos::MemoryPool::Pool::Allocate/chaos_mempool.dll!Chaos::PoolDefault::OnAllocate/chaos_mempool.dll!Chaos::MemoryPool::DebugAllocator::Allocate/chaos_mempool.dll!_malloc_base/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpLowFragHeapAllocFromContext/ntdll.dll!RtlpAllocateUserBlock/ntdll.dll!RtlpAllocateUserBlockFromHeap/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpAllocateHeap/ntdll.dll!RtlpExtendHeap/ntdll.dll!RtlpFindAndCommitPages/chaos_core.dll!Chaos::MemTrack::`anonymous namespace'::Hook_NtAllocateVirtualMemory/ntdll.dll!NtAllocateVirtualMemory/ntoskrnl.exe!KiSystemServiceCopyEnd/ntoskrnl.exe!NtAllocateVirtualMemory/ntoskrnl.exe!MiAllocateVirtualMemoryCommon/ntoskrnl.exe!MiAllocateVirtualMemory",32.430504100,"9,223,372,036.854775807",0x00000173FCAEF000,1,0.035,0.035
48691,,"[Root]/chaos_core.dll!make_fcontext/chaos_core.dll!Chaos::Coroutine::CoroutineEntry/chaos_core.dll!Chaos::CoroutineScheduler::fiberMain/chaos_core.dll!Chaos::TaskScheduleThread::loopInState/chaos_core.dll!std::_Func_impl_no_alloc<<lambda_2ccb245c0d40c1022834a5584fd861d9>,Chaos::LoopBodyResult,Chaos::TaskScheduleThread *>::_Do_call/chaos_core.dll!<lambda_2ccb245c0d40c1022834a5584fd861d9>::operator()/chaos_core.dll!Chaos::CoroutineScheduler::getFreeCo/chaos_core.dll!Chaos::Coroutine::Coroutine/chaos_client.dll!Chaos::FixedsizeStackAllocator<Chaos::CoroutineStackMemoryAllocator>::createStack/chaos_core.dll!Chaos::CoroutineStackMemoryAllocator::allignedAlloc/chaos_mempool.dll!Chaos::MemoryPool::DebugAllocator::AllocateAligned/chaos_mempool.dll!_malloc_base/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpAllocateHeap/ntdll.dll!RtlpHpAllocVirtBlockCommitFirst/chaos_core.dll!Chaos::MemTrack::`anonymous namespace'::Hook_NtAllocateVirtualMemory/ntdll.dll!NtAllocateVirtualMemory/ntoskrnl.exe!KiSystemServiceCopyEnd/ntoskrnl.exe!NtAllocateVirtualMemory/ntoskrnl.exe!MiAllocateVirtualMemoryCommon/ntoskrnl.exe!MiAllocateVirtualMemory",32.478369500,32.478376500,0x00000174A98A9000,1,0.000,0.004
48781,,"[Root]/chaos_core.dll!make_fcontext/chaos_core.dll!Chaos::Coroutine::CoroutineEntry/chaos_core.dll!Chaos::CoroutineScheduler::fiberMain/chaos_core.dll!Chaos::TaskScheduleThread::loopInState/chaos_core.dll!std::_Func_impl_no_alloc<<lambda_2ccb245c0d40c1022834a5584fd861d9>,Chaos::LoopBodyResult,Chaos::TaskScheduleThread *>::_Do_call/chaos_core.dll!<lambda_2ccb245c0d40c1022834a5584fd861d9>::operator()/chaos_core.dll!Chaos::CoroutineScheduler::getFreeCo/chaos_core.dll!Chaos::Coroutine::Coroutine/chaos_client.dll!Chaos::FixedsizeStackAllocator<Chaos::CoroutineStackMemoryAllocator>::createStack/chaos_core.dll!Chaos::CoroutineStackMemoryAllocator::allignedAlloc/chaos_mempool.dll!Chaos::MemoryPool::DebugAllocator::AllocateAligned/chaos_mempool.dll!_malloc_base/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpAllocateHeap/ntdll.dll!RtlpHpAllocVirtBlockCommitFirst/chaos_core.dll!Chaos::MemTrack::`anonymous namespace'::Hook_NtAllocateVirtualMemory/ntdll.dll!NtAllocateVirtualMemory/ntoskrnl.exe!KiSystemServiceCopyEnd/ntoskrnl.exe!NtAllocateVirtualMemory/ntoskrnl.exe!MiAllocateVirtualMemoryCommon/ntoskrnl.exe!MiAllocateVirtualMemory",32.578643500,32.826742300,0x00000174C2F3D000,1,0.000,1.016
48871,,"[Root]/chaos_core.dll!make_fcontext/chaos_core.dll!Chaos::Coroutine::CoroutineEntry/chaos_core.dll!Chaos::CoroutineScheduler::fiberMain/chaos_core.dll!Chaos::TaskScheduleThread::loopInState/chaos_core.dll!std::_Func_impl_no_alloc<<lambda_2ccb245c0d40c1022834a5584fd861d9>,Chaos::LoopBodyResult,Chaos::TaskScheduleThread *>::_Do_call/chaos_core.dll!<lambda_2ccb245c0d40c1022834a5584fd861d9>::operator()/chaos_core.dll!Chaos::CoroutineScheduler::getFreeCo/chaos_core.dll!Chaos::Coroutine::Coroutine/chaos_client.dll!Chaos::FixedsizeStackAllocator<Chaos::CoroutineStackMemoryAllocator>::createStack/chaos_core.dll!Chaos::CoroutineStackMemoryAllocator::allignedAlloc/chaos_mempool.dll!Chaos::MemoryPool::DebugAllocator::AllocateAligned/chaos_mempool.dll!_malloc_base/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpAllocateHeap/ntdll.dll!RtlpHpAllocVirtBlockCommitFirst/chaos_core.dll!Chaos::MemTrack::`anonymous namespace'::Hook_NtAllocateVirtualMemory/ntdll.dll!NtAllocateVirtualMemory/ntoskrnl.exe!KiSystemServiceCopyEnd/ntoskrnl.exe!NtAllocateVirtualMemory/ntoskrnl.exe!MiAllocateVirtualMemoryCommon/ntoskrnl.exe!MiAllocateVirtualMemory",32.712118900,32.852688900,0x0000017421C47000,1,0.000,1.016
48961,,"[Root]/chaos_core.dll!make_fcontext/chaos_core.dll!Chaos::Coroutine::CoroutineEntry/chaos_core.dll!Chaos::CoroutineScheduler::fiberMain/chaos_core.dll!Chaos::TaskScheduleThread::loopInState/chaos_core.dll!std::_Func_impl_no_alloc<<lambda_2ccb245c0d40c1022834a5584fd861d9>,Chaos::LoopBodyResult,Chaos::TaskScheduleThread *>::_Do_call/chaos_core.dll!<lambda_2ccb245c0d40c1022834a5584fd861d9>::operator()/chaos_core.dll!Chaos::CoroutineScheduler::getFreeCo/chaos_core.dll!Chaos::Coroutine::Coroutine/chaos_client.dll!Chaos::FixedsizeStackAllocator<Chaos::CoroutineStackMemoryAllocator>::createStack/chaos_core.dll!Chaos::CoroutineStackMemoryAllocator::allignedAlloc/chaos_mempool.dll!Chaos::MemoryPool::DebugAllocator::AllocateAligned/chaos_mempool.dll!_malloc_base/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpAllocateHeap/ntdll.dll!RtlpHpAllocVirtBlockCommitFirst/chaos_core.dll!Chaos::MemTrack::`anonymous namespace'::Hook_NtAllocateVirtualMemory/ntdll.dll!NtAllocateVirtualMemory/ntoskrnl.exe!KiSystemServiceCopyEnd/ntoskrnl.exe!NtAllocateVirtualMemory/ntoskrnl.exe!MiAllocateVirtualMemoryCommon/ntoskrnl.exe!MiAllocateVirtualMemory",32.763599700,32.763605800,0x0000017421057000,1,0.000,0.004
49051,,"[Root]/chaos_core.dll!make_fcontext/chaos_core.dll!Chaos::Coroutine::CoroutineEntry/chaos_core.dll!Chaos::CoroutineScheduler::fiberMain/chaos_core.dll!Chaos::TaskScheduleThread::loopInState/chaos_core.dll!std::_Func_impl_no_alloc<<lambda_2ccb245c0d40c1022834a5584fd861d9>,Chaos::LoopBodyResult,Chaos::TaskScheduleThread *>::_Do_call/chaos_core.dll!<lambda_2ccb245c0d40c1022834a5584fd861d9>::operator()/chaos_core.dll!Chaos::CoroutineScheduler::getFreeCo/chaos_core.dll!Chaos::Coroutine::Coroutine/chaos_client.dll!Chaos::FixedsizeStackAllocator<Chaos::CoroutineStackMemoryAllocator>::createStack/chaos_core.dll!Chaos::CoroutineStackMemoryAllocator::allignedAlloc/chaos_mempool.dll!Chaos::MemoryPool::DebugAllocator::AllocateAligned/chaos_mempool.dll!_malloc_base/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpAllocateHeap/ntdll.dll!RtlpHpAllocVirtBlockCommitFirst/chaos_core.dll!Chaos::MemTrack::`anonymous namespace'::Hook_NtAllocateVirtualMemory/ntdll.dll!NtAllocateVirtualMemory/ntoskrnl.exe!KiSystemServiceCopyEnd/ntoskrnl.exe!NtAllocateVirtualMemory/ntoskrnl.exe!MiAllocateVirtualMemoryCommon/ntoskrnl.exe!MiAllocateVirtualMemory",32.979564700,33.108943100,0x00000174214B5000,1,0.000,1.016
49141,,"[Root]/ntdll.dll!RtlUserThreadStart/kernel32.dll!BaseThreadInitThunk/chaos_common.dll!thread_start<unsigned int (__cdecl*)(void *),1>/chaos_common.dll!std::thread::_Invoke<std::tuple<void (__cdecl*)(void *),Chaos::AssetManager *>,0,1>/chaos_common.dll!Chaos::AssetManager::handleFileLoading/chaos_common.dll!Chaos::AssetManager::loadSingleFile/chaos_common.dll!Chaos::AssetManager::loadSingleAsset/chaos_common.dll!Chaos::AssetManager::loadRawAsset/chaos_common.dll!Chaos::AssetDataFileSystemArchive::loadAssetFileData/chaos_common.dll!Chaos::AssetDataFileSystemArchive::tryOpenFile/chaos_core.dll!Chaos::FileSystemArchive::openFile/chaos_platform.dll!Chaos::Path::combine/chaos_platform.dll!std::basic_string<char,std::char_traits<char>,std::allocator<char> >::basic_string<char,std::char_traits<char>,std::allocator<char> >/chaos_platform.dll!operator new/chaos_platform.dll!_malloc_base/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpLowFragHeapAllocFromContext/ntdll.dll!RtlpAllocateUserBlock/ntdll.dll!RtlpAllocateUserBlockFromHeap/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpAllocateHeap/ntdll.dll!RtlpExtendHeap/ntdll.dll!RtlpFindAndCommitPages/chaos_core.dll!Chaos::MemTrack::`anonymous namespace'::Hook_NtAllocateVirtualMemory/ntdll.dll!NtAllocateVirtualMemory/ntoskrnl.exe!KiSystemServiceCopyEnd/ntoskrnl.exe!NtAllocateVirtualMemory/ntoskrnl.exe!MiAllocateVirtualMemoryCommon/ntoskrnl.exe!MiAllocateVirtualMemory",33.056878300,"9,223,372,036.854775807",0x00000173FD9A2000,1,0.137,0.137
49231,,"[Root]/chaos_core.dll!make_fcontext/chaos_core.dll!Chaos::Coroutine::CoroutineEntry/chaos_core.dll!Chaos::CoroutineScheduler::fiberMain/chaos_core.dll!Chaos::TaskScheduleThread::loopInState/chaos_core.dll!std::_Func_impl_no_alloc<<lambda_2ccb245c0d40c1022834a5584fd861d9>,Chaos::LoopBodyResult,Chaos::TaskScheduleThread *>::_Do_call/chaos_core.dll!<lambda_2ccb245c0d40c1022834a5584fd861d9>::operator()/chaos_core.dll!Chaos::CoroutineScheduler::getFreeCo/chaos_core.dll!Chaos::Coroutine::Coroutine/chaos_client.dll!Chaos::FixedsizeStackAllocator<Chaos::CoroutineStackMemoryAllocator>::createStack/chaos_core.dll!Chaos::CoroutineStackMemoryAllocator::allignedAlloc/chaos_mempool.dll!Chaos::MemoryPool::DebugAllocator::AllocateAligned/chaos_mempool.dll!_malloc_base/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpAllocateHeap/ntdll.dll!RtlpHpAllocVirtBlockCommitFirst/chaos_core.dll!Chaos::MemTrack::`anonymous namespace'::Hook_NtAllocateVirtualMemory/ntdll.dll!NtAllocateVirtualMemory/ntoskrnl.exe!KiSystemServiceCopyEnd/ntoskrnl.exe!NtAllocateVirtualMemory/ntoskrnl.exe!MiAllocateVirtualMemoryCommon/ntoskrnl.exe!MiAllocateVirtualMemory",33.106304000,33.158797300,0x00000174C1017000,1,0.000,1.016
49321,,"[Root]/chaos_core.dll!make_fcontext/chaos_core.dll!Chaos::Coroutine::CoroutineEntry/chaos_core.dll!Chaos::CoroutineScheduler::fiberMain/chaos_core.dll!Chaos::TaskScheduleThread::loopInState/chaos_core.dll!std::_Func_impl_no_alloc<<lambda_2ccb245c0d40c1022834a5584fd861d9>,Chaos::LoopBodyResult,Chaos::TaskScheduleThread *>::_Do_call/chaos_core.dll!<lambda_2ccb245c0d40c1022834a5584fd861d9>::operator()/chaos_core.dll!Chaos::CoroutineScheduler::getFreeCo/chaos_core.dll!Chaos::Coroutine::Coroutine/chaos_client.dll!Chaos::FixedsizeStackAllocator<Chaos::CoroutineStackMemoryAllocator>::createStack/chaos_core.dll!Chaos::CoroutineStackMemoryAllocator::allignedAlloc/chaos_mempool.dll!Chaos::MemoryPool::DebugAllocator::AllocateAligned/chaos_mempool.dll!_malloc_base/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpAllocateHeap/ntdll.dll!RtlpHpAllocVirtBlockCommitFirst/chaos_core.dll!Chaos::MemTrack::`anonymous namespace'::Hook_NtAllocateVirtualMemory/ntdll.dll!NtAllocateVirtualMemory/ntoskrnl.exe!KiSystemServiceCopyEnd/ntoskrnl.exe!NtAllocateVirtualMemory/ntoskrnl.exe!MiAllocateVirtualMemoryCommon/ntoskrnl.exe!MiAllocateVirtualMemory",33.255815900,33.357878100,0x00000174837A4000,1,0.000,1.016
49411,,"[Root]/ntdll.dll!RtlUserThreadStart/kernel32.dll!BaseThreadInitThunk/chaos_common.dll!thread_start<unsigned int (__cdecl*)(void *),1>/chaos_common.dll!std::thread::_Invoke<std::tuple<void (__cdecl*)(Chaos::AssetManager *),Chaos::AssetManager *>,0,1>/chaos_common.dll!Chaos::AssetManager::handlePostprocessInfo/chaos_common.dll!Chaos::AssetManager::handleLoadedFile/chaos_common.dll!Chaos::AssetManager::handleReadyProcessFiles/chaos_common.dll!Chaos::AssetManager::postProcessAsset/chaos_common.dll!Chaos::AssetManager::onAssetProcessFinished/chaos_common.dll!Chaos::AssetManager::onAssetLoaded/chaos_common.dll!cuckoohash_map<Chaos::FileID,std::pair<Chaos::TypedHandle<Chaos::Asset>,bool>,Chaos::ChaosHash<Chaos::FileID>,std::equal_to<Chaos::FileID>,Chaos::AllocatorWithFixedPool<std::pair<Chaos::FileID const ,std::pair<Chaos::TypedHandle<Chaos::Asset>,bool> >,Chaos::AssetPool>,4>::cuckoo_insert_loop<std::integral_constant<bool,0>,Chaos::FileID const >/chaos_common.dll!cuckoohash_map<Chaos::FileID,std::pair<Chaos::TypedHandle<Chaos::Asset>,bool>,Chaos::ChaosHash<Chaos::FileID>,std::equal_to<Chaos::FileID>,Chaos::AllocatorWithFixedPool<std::pair<Chaos::FileID const ,std::pair<Chaos::TypedHandle<Chaos::Asset>,bool> >,Chaos::AssetPool>,4>::parallel_exec<<lambda_2f9182fadf0189cedeb7dce5a7a885dc> >/chaos_common.dll!_beginthreadex/kernel32.dll!CreateThreadStub/KernelBase.dll!CreateRemoteThreadEx/ntdll.dll!ZwCreateThreadEx/ntoskrnl.exe!KiSystemServiceCopyEnd/ntoskrnl.exe!NtCreateThreadEx/ntoskrnl.exe!PspCreateThread/ntoskrnl.exe!PspAllocateThread/ntoskrnl.exe!PspSetupUserStack/ntoskrnl.exe!RtlCreateUserStack/ntoskrnl.exe!KiServiceLinkage/ntoskrnl.exe!KiSystemServiceCopyEnd/ntoskrnl.exe!NtAllocateVirtualMemory/ntoskrnl.exe!MiAllocateVirtualMemoryCommon/ntoskrnl.exe!MiAllocateVirtualMemory",33.322115300,33.325533100,0x00000032DC6FF000,1,0.000,0.004
49501,,[Root]/ntdll.dll!LdrInitializeThunk/ntdll.dll!LdrpInitializeInternal/ntdll.dll!_LdrpInitialize/ntdll.dll!LdrpInitializeThread/ntdll.dll!LdrpCallInitRoutine/RuntimeRenderdocPlugin.dll!dllmain_dispatch/RuntimeRenderdocPlugin.dll!dllmain_crt_dispatch/RuntimeRenderdocPlugin.dll!__scrt_dllmain_crt_thread_attach/RuntimeRenderdocPlugin.dll!__acrt_thread_attach/RuntimeRenderdocPlugin.dll!__acrt_getptd_noexit/RuntimeRenderdocPlugin.dll!_calloc_base/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpLowFragHeapAllocFromContext/ntdll.dll!RtlpAllocateUserBlock/ntdll.dll!RtlpAllocateUserBlockFromHeap/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpAllocateHeap/ntdll.dll!RtlpExtendHeap/ntdll.dll!RtlpFindAndCommitPages/chaos_core.dll!Chaos::MemTrack::`anonymous namespace'::Hook_NtAllocateVirtualMemory/ntdll.dll!NtAllocateVirtualMemory/ntoskrnl.exe!KiSystemServiceCopyEnd/ntoskrnl.exe!NtAllocateVirtualMemory/ntoskrnl.exe!MiAllocateVirtualMemoryCommon/ntoskrnl.exe!MiAllocateVirtualMemory,33.322674700,40.893453300,0x00000173FDC9F000,1,0.000,0.004
49591,,"[Root]/chaos_core.dll!make_fcontext/chaos_core.dll!Chaos::Coroutine::CoroutineEntry/chaos_core.dll!Chaos::CoroutineScheduler::fiberMain/chaos_core.dll!Chaos::TaskScheduleThread::loopInState/chaos_core.dll!std::_Func_impl_no_alloc<<lambda_2ccb245c0d40c1022834a5584fd861d9>,Chaos::LoopBodyResult,Chaos::TaskScheduleThread *>::_Do_call/chaos_core.dll!<lambda_2ccb245c0d40c1022834a5584fd861d9>::operator()/chaos_core.dll!Chaos::CoroutineScheduler::getFreeCo/chaos_core.dll!Chaos::Coroutine::Coroutine/chaos_client.dll!Chaos::FixedsizeStackAllocator<Chaos::CoroutineStackMemoryAllocator>::createStack/chaos_core.dll!Chaos::CoroutineStackMemoryAllocator::allignedAlloc/chaos_mempool.dll!Chaos::MemoryPool::DebugAllocator::AllocateAligned/chaos_mempool.dll!_malloc_base/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpAllocateHeap/ntdll.dll!RtlpHpAllocVirtBlockCommitFirst/chaos_core.dll!Chaos::MemTrack::`anonymous namespace'::Hook_NtAllocateVirtualMemory/ntdll.dll!NtAllocateVirtualMemory/ntoskrnl.exe!KiSystemServiceCopyEnd/ntoskrnl.exe!NtAllocateVirtualMemory/ntoskrnl.exe!MiAllocateVirtualMemoryCommon/ntoskrnl.exe!MiAllocateVirtualMemory",33.415639200,33.454639700,0x0000017421393000,1,0.000,1.016
49681,,"[Root]/chaos_core.dll!make_fcontext/chaos_core.dll!Chaos::Coroutine::CoroutineEntry/chaos_core.dll!Chaos::CoroutineScheduler::fiberMain/chaos_core.dll!Chaos::TaskScheduleThread::loopInState/chaos_core.dll!std::_Func_impl_no_alloc<<lambda_2ccb245c0d40c1022834a5584fd861d9>,Chaos::LoopBodyResult,Chaos::TaskScheduleThread *>::_Do_call/chaos_core.dll!<lambda_2ccb245c0d40c1022834a5584fd861d9>::operator()/chaos_core.dll!Chaos::CoroutineScheduler::getFreeCo/chaos_core.dll!Chaos::Coroutine::Coroutine/chaos_client.dll!Chaos::FixedsizeStackAllocator<Chaos::CoroutineStackMemoryAllocator>::createStack/chaos_core.dll!Chaos::CoroutineStackMemoryAllocator::allignedAlloc/chaos_mempool.dll!Chaos::MemoryPool::DebugAllocator::AllocateAligned/chaos_mempool.dll!_malloc_base/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpAllocateHeap/ntdll.dll!RtlpHpAllocVirtBlockCommitFirst/chaos_core.dll!Chaos::MemTrack::`anonymous namespace'::Hook_NtAllocateVirtualMemory/ntdll.dll!NtAllocateVirtualMemory/ntoskrnl.exe!KiSystemServiceCopyEnd/ntoskrnl.exe!NtAllocateVirtualMemory/ntoskrnl.exe!MiAllocateVirtualMemoryCommon/ntoskrnl.exe!MiAllocateVirtualMemory",33.530316500,33.530320300,0x00000174C1870000,1,0.000,0.027
49771,,"[Root]/chaos_core.dll!make_fcontext/chaos_core.dll!Chaos::Coroutine::CoroutineEntry/chaos_core.dll!Chaos::CoroutineScheduler::fiberMain/chaos_core.dll!Chaos::TaskScheduleThread::loopInState/chaos_core.dll!std::_Func_impl_no_alloc<<lambda_2ccb245c0d40c1022834a5584fd861d9>,Chaos::LoopBodyResult,Chaos::TaskScheduleThread *>::_Do_call/chaos_core.dll!<lambda_2ccb245c0d40c1022834a5584fd861d9>::operator()/chaos_core.dll!Chaos::CoroutineScheduler::getFreeCo/chaos_core.dll!Chaos::Coroutine::Coroutine/chaos_client.dll!Chaos::FixedsizeStackAllocator<Chaos::CoroutineStackMemoryAllocator>::createStack/chaos_core.dll!Chaos::CoroutineStackMemoryAllocator::allignedAlloc/chaos_mempool.dll!Chaos::MemoryPool::DebugAllocator::AllocateAligned/chaos_mempool.dll!_malloc_base/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpAllocateHeap/ntdll.dll!RtlpHpAllocVirtBlockCommitFirst/chaos_core.dll!Chaos::MemTrack::`anonymous namespace'::Hook_NtAllocateVirtualMemory/ntdll.dll!NtAllocateVirtualMemory/ntoskrnl.exe!KiSystemServiceCopyEnd/ntoskrnl.exe!NtAllocateVirtualMemory/ntoskrnl.exe!MiAllocateVirtualMemoryCommon/ntoskrnl.exe!MiAllocateVirtualMemory",33.648948100,33.648954400,0x000001746C5F5000,1,0.000,0.004
49861,,"[Root]/chaos_core.dll!make_fcontext/chaos_core.dll!Chaos::Coroutine::CoroutineEntry/chaos_core.dll!Chaos::CoroutineScheduler::fiberMain/chaos_core.dll!Chaos::TaskScheduleThread::loopInState/chaos_core.dll!std::_Func_impl_no_alloc<<lambda_2ccb245c0d40c1022834a5584fd861d9>,Chaos::LoopBodyResult,Chaos::TaskScheduleThread *>::_Do_call/chaos_core.dll!<lambda_2ccb245c0d40c1022834a5584fd861d9>::operator()/chaos_core.dll!Chaos::CoroutineScheduler::getFreeCo/chaos_core.dll!Chaos::Coroutine::Coroutine/chaos_client.dll!Chaos::FixedsizeStackAllocator<Chaos::CoroutineStackMemoryAllocator>::createStack/chaos_core.dll!Chaos::CoroutineStackMemoryAllocator::allignedAlloc/chaos_mempool.dll!Chaos::MemoryPool::DebugAllocator::AllocateAligned/chaos_mempool.dll!_malloc_base/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpAllocateHeap/ntdll.dll!RtlpHpAllocVirtBlockCommitFirst/chaos_core.dll!Chaos::MemTrack::`anonymous namespace'::Hook_NtAllocateVirtualMemory/ntdll.dll!NtAllocateVirtualMemory/ntoskrnl.exe!KiSystemServiceCopyEnd/ntoskrnl.exe!NtAllocateVirtualMemory/ntoskrnl.exe!MiAllocateVirtualMemoryCommon/ntoskrnl.exe!MiAllocateVirtualMemory",33.706617500,33.763611700,0x00000174AA052000,1,0.000,1.016
49951,,"[Root]/chaos_core.dll!make_fcontext/chaos_core.dll!Chaos::Coroutine::CoroutineEntry/chaos_core.dll!Chaos::CoroutineScheduler::fiberMain/chaos_core.dll!Chaos::TaskScheduleThread::loopInState/chaos_core.dll!std::_Func_impl_no_alloc<<lambda_2ccb245c0d40c1022834a5584fd861d9>,Chaos::LoopBodyResult,Chaos::TaskScheduleThread *>::_Do_call/chaos_core.dll!<lambda_2ccb245c0d40c1022834a5584fd861d9>::operator()/chaos_core.dll!Chaos::CoroutineScheduler::getFreeCo/chaos_core.dll!Chaos::Coroutine::Coroutine/chaos_client.dll!Chaos::FixedsizeStackAllocator<Chaos::CoroutineStackMemoryAllocator>::createStack/chaos_core.dll!Chaos::CoroutineStackMemoryAllocator::allignedAlloc/chaos_mempool.dll!Chaos::MemoryPool::DebugAllocator::AllocateAligned/chaos_mempool.dll!_malloc_base/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpAllocateHeap/ntdll.dll!RtlpHpAllocVirtBlockCommitFirst/chaos_core.dll!Chaos::MemTrack::`anonymous namespace'::Hook_NtAllocateVirtualMemory/ntdll.dll!NtAllocateVirtualMemory/ntoskrnl.exe!KiSystemServiceCopyEnd/ntoskrnl.exe!NtAllocateVirtualMemory/ntoskrnl.exe!MiAllocateVirtualMemoryCommon/ntoskrnl.exe!MiAllocateVirtualMemory",33.820261700,33.820266100,0x00000174837A0000,1,0.000,0.016
