Line #,Process,Commit Stack,Commit Time (s),Decommit Time (s),Address,Count,Impacting Size (MB),Size (MB)
812,,[Root]/ntdll.dll!RtlUserThreadStart/kernel32.dll!BaseThreadInitThunk/xenon_client.exe!__scrt_common_main_seh/xenon_client.exe!main/xenon_client.exe!Chaos::ClientFramework::ClientFramework/chaos_client.dll!Chaos::ClientRoot::startEngine/chaos_client.dll!Chaos::ClientGlobalContext::startSystem/chaos_client.dll!Chaos::RenderSystemManager::RenderSystemManager/chaos_client.dll!Chaos::RHIGraphicsBufferManager::RHIGraphicsBufferManager/chaos_mempool.dll!Chaos::MemoryPool::DebugAllocator::Allocate/chaos_mempool.dll!_malloc_base/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpAllocateHeap/ntdll.dll!RtlpHpAllocVirtBlockCommitFirst/chaos_core.dll!Chaos::MemTrack::`anonymous namespace'::Hook_NtAllocateVirtualMemory/ntdll.dll!NtAllocateVirtualMemory/ntoskrnl.exe!KiSystemServiceCopyEnd/ntoskrnl.exe!NtAllocateVirtualMemory/ntoskrnl.exe!MiAllocateVirtualMemoryCommon/ntoskrnl.exe!MiAllocateVirtualMemory,3.502832400,3.502854700,0x0000017359DEB000,1,0.000,0.004
902,,"[Root]/ntdll.dll!RtlUserThreadStart/kernel32.dll!BaseThreadInitThunk/xenon_client.exe!__scrt_common_main_seh/xenon_client.exe!main/xenon_client.exe!Chaos::ClientFramework::ClientFramework/chaos_client.dll!Chaos::ClientRoot::startEngine/chaos_client.dll!Chaos::ClientGlobalContext::startSystem/chaos_client.dll!Chaos::BlendShapeManager::BlendShapeManager/chaos_client.dll!cuckoohash_map<Chaos::FileID,Chaos::PossessedTypedHandle<Chaos::BlendShapeAnimationTracks>,Chaos::ChaosHash<Chaos::FileID>,std::equal_to<Chaos::FileID>,Chaos::AllocatorWithFixedPool<std::pair<Chaos::FileID const ,Chaos::PossessedTypedHandle<Chaos::BlendShapeAnimationTracks> >,Chaos::PoolDefault>,4>::cuckoohash_map<Chaos::FileID,Chaos::PossessedTypedHandle<Chaos::BlendShapeAnimationTracks>,Chaos::ChaosHash<Chaos::FileID>,std::equal_to<Chaos::FileID>,Chaos::AllocatorWithFixedPool<std::pair<Chaos::FileID const ,Chaos::PossessedTypedHandle<Chaos::BlendShapeAnimationTracks> >,Chaos::PoolDefault>,4>/chaos_client.dll!std::vector<cuckoohash_map<Chaos::FileID,Chaos::PossessedTypedHandle<Chaos::BlendShapeAnimationTracks>,Chaos::ChaosHash<Chaos::FileID>,std::equal_to<Chaos::FileID>,Chaos::AllocatorWithFixedPool<std::pair<Chaos::FileID const ,Chaos::PossessedTypedHandle<Chaos::BlendShapeAnimationTracks> >,Chaos::PoolDefault>,4>::spinlock,Chaos::AllocatorWithFixedPool<cuckoohash_map<Chaos::FileID,Chaos::PossessedTypedHandle<Chaos::BlendShapeAnimationTracks>,Chaos::ChaosHash<Chaos::FileID>,std::equal_to<Chaos::FileID>,Chaos::AllocatorWithFixedPool<std::pair<Chaos::FileID const ,Chaos::PossessedTypedHandle<Chaos::BlendShapeAnimationTracks> >,Chaos::PoolDefault>,4>::spinlock,Chaos::PoolDefault> >::vector<cuckoohash_map<Chaos::FileID,Chaos::PossessedTypedHandle<Chaos::BlendShapeAnimationTracks>,Chaos::ChaosHash<Chaos::FileID>,std::equal_to<Chaos::FileID>,Chaos::AllocatorWithFixedPool<std::pair<Chaos::FileID const ,Chaos::PossessedTypedHandle<Chaos::BlendShapeAnimationTracks> >,Chaos::PoolDefault>,4>::spinlock,Chaos::AllocatorWithFixedPool<cuckoohash_map<Chaos::FileID,Chaos::PossessedTypedHandle<Chaos::BlendShapeAnimationTracks>,Chaos::ChaosHash<Chaos::FileID>,std::equal_to<Chaos::FileID>,Chaos::AllocatorWithFixedPool<std::pair<Chaos::FileID const ,Chaos::PossessedTypedHandle<Chaos::BlendShapeAnimationTracks> >,Chaos::PoolDefault>,4>::spinlock,Chaos::PoolDefault> >/chaos_client.dll!Chaos::MemoryPool::Allocate<Chaos::PoolDefault>/chaos_mempool.dll!Chaos::MemoryPool::DebugAllocator::Allocate/chaos_mempool.dll!_malloc_base/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpAllocateHeap/ntdll.dll!RtlpExtendHeap/ntdll.dll!RtlpFindAndCommitPages/chaos_core.dll!Chaos::MemTrack::`anonymous namespace'::Hook_NtAllocateVirtualMemory/ntdll.dll!NtAllocateVirtualMemory/ntoskrnl.exe!KiSystemServiceCopyEnd/ntoskrnl.exe!NtAllocateVirtualMemory/ntoskrnl.exe!MiAllocateVirtualMemoryCommon/ntoskrnl.exe!MiAllocateVirtualMemory",3.515763100,"9,223,372,036.854775807",0x000001734D561000,1,0.020,0.020
992,,"[Root]/ntdll.dll!RtlUserThreadStart/kernel32.dll!BaseThreadInitThunk/xenon_client.exe!__scrt_common_main_seh/xenon_client.exe!main/xenon_client.exe!Chaos::ClientFramework::ClientFramework/chaos_client.dll!Chaos::ClientRoot::startEngine/chaos_client.dll!Chaos::ClientGlobalContext::startSystem/chaos_client.dll!Chaos::TreeManager::TreeManager/chaos_client.dll!cuckoohash_map<Chaos::FileID,Chaos::STLWrap::DynamicArrayWrap<Chaos::FileID,Chaos::AllocatorWithPool<Chaos::FileID> >,Chaos::ChaosHash<Chaos::FileID>,std::equal_to<Chaos::FileID>,Chaos::STLAllocator<std::pair<Chaos::FileID const ,Chaos::STLWrap::DynamicArrayWrap<Chaos::FileID,Chaos::AllocatorWithPool<Chaos::FileID> > >,Chaos::DefaultMemoryAllocator>,4>::cuckoohash_map<Chaos::FileID,Chaos::STLWrap::DynamicArrayWrap<Chaos::FileID,Chaos::AllocatorWithPool<Chaos::FileID> >,Chaos::ChaosHash<Chaos::FileID>,std::equal_to<Chaos::FileID>,Chaos::STLAllocator<std::pair<Chaos::FileID const ,Chaos::STLWrap::DynamicArrayWrap<Chaos::FileID,Chaos::AllocatorWithPool<Chaos::FileID> > >,Chaos::DefaultMemoryAllocator>,4>/chaos_client.dll!libcuckoo_bucket_container<Chaos::FileID,Chaos::STLWrap::DynamicArrayWrap<Chaos::FileID,Chaos::AllocatorWithPool<Chaos::FileID> >,Chaos::STLAllocator<std::pair<Chaos::FileID const ,Chaos::STLWrap::DynamicArrayWrap<Chaos::FileID,Chaos::AllocatorWithPool<Chaos::FileID> > >,Chaos::DefaultMemoryAllocator>,unsigned char,4>::libcuckoo_bucket_container<Chaos::FileID,Chaos::STLWrap::DynamicArrayWrap<Chaos::FileID,Chaos::AllocatorWithPool<Chaos::FileID> >,Chaos::STLAllocator<std::pair<Chaos::FileID const ,Chaos::STLWrap::DynamicArrayWrap<Chaos::FileID,Chaos::AllocatorWithPool<Chaos::FileID> > >,Chaos::DefaultMemoryAllocator>,unsigned char,4>/chaos_core.dll!Chaos::DefaultPoolMemory::allocate/chaos_mempool.dll!Chaos::MemoryPool::DebugAllocator::Allocate/chaos_mempool.dll!_malloc_base/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpAllocateHeap/ntdll.dll!RtlpExtendHeap/ntdll.dll!RtlpFindAndCommitPages/chaos_core.dll!Chaos::MemTrack::`anonymous namespace'::Hook_NtAllocateVirtualMemory/ntdll.dll!NtAllocateVirtualMemory/ntoskrnl.exe!KiSystemServiceCopyEnd/ntoskrnl.exe!NtAllocateVirtualMemory/ntoskrnl.exe!MiAllocateVirtualMemoryCommon/ntoskrnl.exe!MiAllocateVirtualMemory",3.519037900,"9,223,372,036.854775807",0x000001737A94A000,1,0.043,0.043
1082,,[Root]/ntdll.dll!RtlUserThreadStart/kernel32.dll!BaseThreadInitThunk/xenon_client.exe!__scrt_common_main_seh/xenon_client.exe!main/xenon_client.exe!Chaos::ClientFramework::initialize/chaos_client.dll!Chaos::ClientRoot::initialise/chaos_common.dll!Chaos::CommonSketumCategoryRegister::categoryRegister/chaos_common.dll!Chaos::CommonSketumCategoryTypeRegister::categoryRegister/chaos_common.dll!Chaos::CommonSketumCategoryRegisterForType<Chaos::SketumLoadNetSketumFromStreamOperation>::categoryRegister/chaos_common.dll!Chaos::SketumCategoryTypeRegisterInterface::GoInteracteeComponent<Chaos::SketumLoadNetSketumFromStreamOperation>/chaos_common.dll!Chaos::SketumCategoryRegistry<Chaos::SketumLoadNetSketumFromStreamOperation>::registerProcessorTypeByNameHash/chaos_common.dll!Chaos::MemoryPool::internal::AllocateHelper<Chaos::MemoryPool::Pool const >/chaos_mempool.dll!Chaos::MemoryPool::Pool::Allocate/chaos_mempool.dll!Chaos::PoolDefault::OnAllocate/chaos_mempool.dll!Chaos::MemoryPool::DebugAllocator::Allocate/chaos_mempool.dll!_malloc_base/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpLowFragHeapAllocFromContext/ntdll.dll!RtlpAllocateUserBlock/ntdll.dll!RtlpAllocateUserBlockFromHeap/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpAllocateHeap/ntdll.dll!RtlpExtendHeap/ntdll.dll!RtlpFindAndCommitPages/chaos_core.dll!Chaos::MemTrack::`anonymous namespace'::Hook_NtAllocateVirtualMemory/ntdll.dll!NtAllocateVirtualMemory/ntoskrnl.exe!KiSystemServiceCopyEnd/ntoskrnl.exe!NtAllocateVirtualMemory/ntoskrnl.exe!MiAllocateVirtualMemoryCommon/ntoskrnl.exe!MiAllocateVirtualMemory,3.544117100,"9,223,372,036.854775807",0x000001737BDA3000,1,0.137,0.137
1172,,"[Root]/ntdll.dll!RtlUserThreadStart/kernel32.dll!BaseThreadInitThunk/TracyClient.dll!<Missing ImageId event>/TracyClient.dll!<Missing ImageId event>/TracyClient.dll!<Missing ImageId event>/dbghelp.dll!SymInitialize/dbghelp.dll!SymInitializeW/dbghelp.dll!GetProcessModules/dbghelp.dll!GetModule/dbghelp.dll!LoadModule/dbghelp.dll!modload/dbghelp.dll!modloadWorker/dbghelp.dll!GetDebugData/dbghelp.dll!diaGetPdb/dbghelp.dll!diaLocatePdb/dbghelp.dll!DiaOpenPdbEx/dbghelp.dll!CDiaDataSource::loadDataFromPdb/dbghelp.dll!CDiaDataSource::loadDataFromPdbHelper/dbghelp.dll!PDBCommon::Open2W/dbghelp.dll!PDB::OpenEx2W/dbghelp.dll!PDB1::OpenEx2W/dbghelp.dll!MSF::Open/dbghelp.dll!operator new/dbghelp.dll!operator new/ucrtbase.dll!__crt_state_management::wrapped_invoke<void * ptr64 (cdecl*)(unsigned __int64),unsigned __int64,void * ptr64>/ucrtbase.dll!_malloc_base/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpAllocateHeap/ntdll.dll!RtlpExtendHeap/ntdll.dll!RtlpFindAndCommitPages/chaos_core.dll!Chaos::MemTrack::`anonymous namespace'::Hook_NtAllocateVirtualMemory/ntdll.dll!NtAllocateVirtualMemory/ntoskrnl.exe!KiSystemServiceCopyEnd/ntoskrnl.exe!NtAllocateVirtualMemory/ntoskrnl.exe!MiAllocateVirtualMemoryCommon/ntoskrnl.exe!MiAllocateVirtualMemory",3.560295300,"9,223,372,036.854775807",0x000001737C9CE000,1,0.035,0.035
1262,,"[Root]/ntdll.dll!RtlUserThreadStart/kernel32.dll!BaseThreadInitThunk/TracyClient.dll!<Missing ImageId event>/TracyClient.dll!<Missing ImageId event>/TracyClient.dll!<Missing ImageId event>/dbghelp.dll!SymInitialize/dbghelp.dll!SymInitializeW/dbghelp.dll!GetProcessModules/dbghelp.dll!GetModule/dbghelp.dll!LoadModule/dbghelp.dll!modload/dbghelp.dll!modloadWorker/dbghelp.dll!GetDebugData/dbghelp.dll!diaGetPdb/dbghelp.dll!diaLocatePdb/dbghelp.dll!DiaOpenPdbEx/dbghelp.dll!CDiaDataSource::loadAndValidateDataFromPdb/dbghelp.dll!CDiaDataSource::loadAndValidateDataFromPdbHelper/dbghelp.dll!PDB1::OpenValidate4/dbghelp.dll!PDB1::OpenDBI/dbghelp.dll!PDB1::OpenDBIEx/dbghelp.dll!DBI1::fInit/dbghelp.dll!pdb_internal::Buffer::SetInitAlloc/dbghelp.dll!operator new/dbghelp.dll!operator new/ucrtbase.dll!__crt_state_management::wrapped_invoke<void * ptr64 (cdecl*)(unsigned __int64),unsigned __int64,void * ptr64>/ucrtbase.dll!_malloc_base/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpAllocateHeap/ntdll.dll!RtlpExtendHeap/ntdll.dll!RtlpFindAndCommitPages/chaos_core.dll!Chaos::MemTrack::`anonymous namespace'::Hook_NtAllocateVirtualMemory/ntdll.dll!NtAllocateVirtualMemory/ntoskrnl.exe!KiSystemServiceCopyEnd/ntoskrnl.exe!NtAllocateVirtualMemory/ntoskrnl.exe!MiAllocateVirtualMemoryCommon/ntoskrnl.exe!MiAllocateVirtualMemory",3.578608600,"9,223,372,036.854775807",0x000001737D8DE000,1,0.453,0.453
1352,,"[Root]/ntdll.dll!RtlUserThreadStart/kernel32.dll!BaseThreadInitThunk/TracyClient.dll!<Missing ImageId event>/TracyClient.dll!<Missing ImageId event>/TracyClient.dll!<Missing ImageId event>/dbghelp.dll!SymInitialize/dbghelp.dll!SymInitializeW/dbghelp.dll!GetProcessModules/dbghelp.dll!GetModule/dbghelp.dll!LoadModule/dbghelp.dll!modload/dbghelp.dll!modloadWorker/dbghelp.dll!GetDebugData/dbghelp.dll!diaGetPdb/dbghelp.dll!diaGetPdbInfo/dbghelp.dll!CDiaEnumTraversal<CDiaEnumSymbols,CSymRow,IDiaSymbol,IDiaEnumSymbols,CDiaSymbol,CTraversal<CSymRow> >::Next/dbghelp.dll!CGlobalTrav::next/dbghelp.dll!SymCache::globals/dbghelp.dll!DBI1::OpenGlobals/dbghelp.dll!GSI1::readHash/dbghelp.dll!POOL<8>::alloc/dbghelp.dll!operator new/dbghelp.dll!operator new/ucrtbase.dll!__crt_state_management::wrapped_invoke<void * ptr64 (cdecl*)(unsigned __int64),unsigned __int64,void * ptr64>/ucrtbase.dll!_malloc_base/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpAllocateHeap/ntdll.dll!RtlpHpAllocVirtBlockCommitFirst/chaos_core.dll!Chaos::MemTrack::`anonymous namespace'::Hook_NtAllocateVirtualMemory/ntdll.dll!NtAllocateVirtualMemory/ntoskrnl.exe!KiSystemServiceCopyEnd/ntoskrnl.exe!NtAllocateVirtualMemory/ntoskrnl.exe!MiAllocateVirtualMemoryCommon/ntoskrnl.exe!MiAllocateVirtualMemory",3.637240100,3.637253300,0x000001568BD98000,1,0.000,0.004
1442,,"[Root]/ntdll.dll!RtlUserThreadStart/kernel32.dll!BaseThreadInitThunk/xenon_client.exe!__scrt_common_main_seh/xenon_client.exe!main/xenon_client.exe!Chaos::ClientFramework::initialize/chaos_client.dll!Chaos::ClientRoot::initialise/chaos_common.dll!Chaos::Root::initialize/chaos_core.dll!Chaos::StringIDManager::loadStringIDMapFile/chaos_core.dll!Chaos::XMLSerializer::loadFromMemory/chaos_core.dll!Chaos::XMLSerializer::loadFromReader/chaos_core.dll!Chaos::XMLNode::setAttribute/chaos_core.dll!std::vector<std::pair<Chaos::String,Chaos::String>,Chaos::AllocatorWithPool<std::pair<Chaos::String,Chaos::String> > >::_Emplace_reallocate<std::pair<Chaos::String,Chaos::String> >/chaos_core.dll!Chaos::MemoryPool::internal::AllocateHelper<Chaos::MemoryPool::Pool const >/chaos_mempool.dll!Chaos::MemoryPool::Pool::Allocate/chaos_core.dll!Chaos::XMLPool::OnAllocate/chaos_mempool.dll!Chaos::MemoryPool::DebugAllocator::Allocate/chaos_mempool.dll!_malloc_base/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpLowFragHeapAllocFromContext/ntdll.dll!RtlpAllocateUserBlock/ntdll.dll!RtlpAllocateUserBlockFromHeap/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpAllocateHeap/ntdll.dll!RtlpExtendHeap/ntdll.dll!RtlpFindAndCommitPages/chaos_core.dll!Chaos::MemTrack::`anonymous namespace'::Hook_NtAllocateVirtualMemory/ntdll.dll!NtAllocateVirtualMemory/ntoskrnl.exe!KiSystemServiceCopyEnd/ntoskrnl.exe!NtAllocateVirtualMemory/ntoskrnl.exe!MiAllocateVirtualMemoryCommon/ntoskrnl.exe!MiAllocateVirtualMemory",3.659237100,8.349763800,0x000001737F076000,1,0.000,0.230
1532,,[Root]/ntdll.dll!RtlUserThreadStart/kernel32.dll!BaseThreadInitThunk/xenon_client.exe!__scrt_common_main_seh/xenon_client.exe!main/xenon_client.exe!Chaos::ClientFramework::initialize/chaos_client.dll!Chaos::ClientRoot::initialise/chaos_common.dll!Chaos::Root::initialize/chaos_core.dll!Chaos::StringIDManager::loadStringIDMapFile/chaos_core.dll!Chaos::XMLSerializer::loadFromMemory/chaos_core.dll!Chaos::XMLSerializer::loadFromReader/chaos_core.dll!Chaos::XMLSerializer::createNode/chaos_core.dll!Chaos::NodesAllocator<Chaos::XMLNode>::createInstance/chaos_core.dll!Chaos::XMLNode::XMLNode/chaos_core.dll!Chaos::MemoryPool::internal::AllocateHelper<Chaos::MemoryPool::Pool const >/chaos_mempool.dll!Chaos::MemoryPool::Pool::Allocate/chaos_core.dll!Chaos::XMLPool::OnAllocate/chaos_mempool.dll!Chaos::MemoryPool::DebugAllocator::Allocate/chaos_mempool.dll!_malloc_base/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpLowFragHeapAllocFromContext/ntdll.dll!RtlpAllocateUserBlock/ntdll.dll!RtlpAllocateUserBlockFromHeap/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpAllocateHeap/ntdll.dll!RtlpExtendHeap/ntdll.dll!RtlpFindAndCommitPages/chaos_core.dll!Chaos::MemTrack::`anonymous namespace'::Hook_NtAllocateVirtualMemory/ntdll.dll!NtAllocateVirtualMemory/ntoskrnl.exe!KiSystemServiceCopyEnd/ntoskrnl.exe!NtAllocateVirtualMemory/ntoskrnl.exe!MiAllocateVirtualMemoryCommon/ntoskrnl.exe!MiAllocateVirtualMemory,3.678148700,5.650734900,0x00000156932E9000,1,0.000,0.027
1622,,"[Root]/ntdll.dll!RtlUserThreadStart/kernel32.dll!BaseThreadInitThunk/xenon_client.exe!__scrt_common_main_seh/xenon_client.exe!main/xenon_client.exe!Chaos::ClientFramework::initialize/chaos_client.dll!Chaos::ClientRoot::initialise/chaos_common.dll!Chaos::Root::initialize/chaos_core.dll!Chaos::StringIDManager::loadStringIDMapFile/chaos_core.dll!Chaos::XMLSerializer::loadFromMemory/chaos_core.dll!Chaos::XMLSerializer::loadFromReader/chaos_core.dll!Chaos::XMLNode::setAttribute/chaos_core.dll!std::vector<std::pair<Chaos::String,Chaos::String>,Chaos::AllocatorWithPool<std::pair<Chaos::String,Chaos::String> > >::_Emplace_reallocate<std::pair<Chaos::String,Chaos::String> >/chaos_core.dll!Chaos::MemoryPool::internal::AllocateHelper<Chaos::MemoryPool::Pool const >/chaos_mempool.dll!Chaos::MemoryPool::Pool::Allocate/chaos_core.dll!Chaos::XMLPool::OnAllocate/chaos_mempool.dll!Chaos::MemoryPool::DebugAllocator::Allocate/chaos_mempool.dll!_malloc_base/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpLowFragHeapAllocFromContext/ntdll.dll!RtlpAllocateUserBlock/ntdll.dll!RtlpAllocateUserBlockFromHeap/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpAllocateHeap/ntdll.dll!RtlpExtendHeap/ntdll.dll!RtlpFindAndCommitPages/chaos_core.dll!Chaos::MemTrack::`anonymous namespace'::Hook_NtAllocateVirtualMemory/ntdll.dll!NtAllocateVirtualMemory/ntoskrnl.exe!KiSystemServiceCopyEnd/ntoskrnl.exe!NtAllocateVirtualMemory/ntoskrnl.exe!MiAllocateVirtualMemoryCommon/ntoskrnl.exe!MiAllocateVirtualMemory",3.700109900,5.454400400,0x0000015693BEA000,1,0.000,0.188
1712,,"[Root]/ntdll.dll!RtlUserThreadStart/kernel32.dll!BaseThreadInitThunk/TracyClient.dll!<Missing ImageId event>/TracyClient.dll!<Missing ImageId event>/TracyClient.dll!<Missing ImageId event>/dbghelp.dll!SymInitialize/dbghelp.dll!SymInitializeW/dbghelp.dll!GetProcessModules/dbghelp.dll!GetModule/dbghelp.dll!LoadModule/dbghelp.dll!modload/dbghelp.dll!modloadWorker/dbghelp.dll!GetDebugData/dbghelp.dll!diaGetPdb/dbghelp.dll!diaGetPdbInfo/dbghelp.dll!CDiaEnumTraversal<CDiaEnumSymbols,CSymRow,IDiaSymbol,IDiaEnumSymbols,CDiaSymbol,CTraversal<CSymRow> >::Next/dbghelp.dll!CGlobalTrav::get/dbghelp.dll!GetData::getSymData/dbghelp.dll!SymbolDataSimpleImpl<4388,23>::getData/dbghelp.dll!SymbolDataSimpleImpl<4359,7>::getData/dbghelp.dll!getRealTypeIndex/dbghelp.dll!SymCache::getTypeForTi/dbghelp.dll!TPI1::QueryPbCVRecordForTi/dbghelp.dll!TPI1::fInitReally/dbghelp.dll!TPI1::fInitHashToPchnMap/dbghelp.dll!NMP::getName/dbghelp.dll!NMT::szForNiInternal/dbghelp.dll!NMT::fLoadString/KernelBase.dll!VirtualAlloc/chaos_core.dll!Chaos::MemTrack::`anonymous namespace'::Hook_NtAllocateVirtualMemory/ntdll.dll!NtAllocateVirtualMemory/ntoskrnl.exe!KiSystemServiceCopyEnd/ntoskrnl.exe!NtAllocateVirtualMemory/ntoskrnl.exe!MiAllocateVirtualMemoryCommon/ntoskrnl.exe!MiAllocateVirtualMemory",3.719772100,3.724172600,0x000001569599C000,1,0.000,0.004
1802,,"[Root]/ntdll.dll!RtlUserThreadStart/kernel32.dll!BaseThreadInitThunk/TracyClient.dll!<Missing ImageId event>/TracyClient.dll!<Missing ImageId event>/TracyClient.dll!<Missing ImageId event>/dbghelp.dll!SymInitialize/dbghelp.dll!SymInitializeW/dbghelp.dll!GetProcessModules/dbghelp.dll!GetModule/dbghelp.dll!LoadModule/dbghelp.dll!modload/dbghelp.dll!modloadWorker/dbghelp.dll!GetDebugData/dbghelp.dll!diaGetPdb/dbghelp.dll!diaGetPdbInfo/dbghelp.dll!CDiaEnumTraversal<CDiaEnumSymbols,CSymRow,IDiaSymbol,IDiaEnumSymbols,CDiaSymbol,CTraversal<CSymRow> >::Next/dbghelp.dll!CGlobalTrav::get/dbghelp.dll!GetData::getSymData/dbghelp.dll!SymbolDataSimpleImpl<4388,23>::getData/dbghelp.dll!SymbolDataSimpleImpl<4359,7>::getData/dbghelp.dll!getRealTypeIndex/dbghelp.dll!SymCache::getTypeForTi/dbghelp.dll!TPI1::QueryPbCVRecordForTi/dbghelp.dll!TPI1::fInitReally/dbghelp.dll!TPI1::fInitHashToPchnMap/dbghelp.dll!NMP::getName/dbghelp.dll!NMT::szForNiInternal/dbghelp.dll!NMT::fLoadString/KernelBase.dll!VirtualAlloc/chaos_core.dll!Chaos::MemTrack::`anonymous namespace'::Hook_NtAllocateVirtualMemory/ntdll.dll!NtAllocateVirtualMemory/ntoskrnl.exe!KiSystemServiceCopyEnd/ntoskrnl.exe!NtAllocateVirtualMemory/ntoskrnl.exe!MiAllocateVirtualMemoryCommon/ntoskrnl.exe!MiAllocateVirtualMemory",3.721098400,3.724172600,0x0000015695A37000,1,0.000,0.004
1892,,"[Root]/ntdll.dll!RtlUserThreadStart/kernel32.dll!BaseThreadInitThunk/TracyClient.dll!<Missing ImageId event>/TracyClient.dll!<Missing ImageId event>/TracyClient.dll!<Missing ImageId event>/dbghelp.dll!SymInitialize/dbghelp.dll!SymInitializeW/dbghelp.dll!GetProcessModules/dbghelp.dll!GetModule/dbghelp.dll!LoadModule/dbghelp.dll!modload/dbghelp.dll!modloadWorker/dbghelp.dll!GetDebugData/dbghelp.dll!diaGetPdb/dbghelp.dll!diaGetPdbInfo/dbghelp.dll!CDiaEnumTraversal<CDiaEnumSymbols,CSymRow,IDiaSymbol,IDiaEnumSymbols,CDiaSymbol,CTraversal<CSymRow> >::Next/dbghelp.dll!CGlobalTrav::get/dbghelp.dll!GetData::getSymData/dbghelp.dll!SymbolDataSimpleImpl<4388,23>::getData/dbghelp.dll!SymbolDataSimpleImpl<4359,7>::getData/dbghelp.dll!getRealTypeIndex/dbghelp.dll!SymCache::getTypeForTi/dbghelp.dll!TPI1::QueryPbCVRecordForTi/dbghelp.dll!TPI1::fInitReally/dbghelp.dll!TPI1::fInitHashToPchnMap/dbghelp.dll!NMP::getName/dbghelp.dll!NMT::szForNiInternal/dbghelp.dll!NMT::fLoadString/KernelBase.dll!VirtualAlloc/chaos_core.dll!Chaos::MemTrack::`anonymous namespace'::Hook_NtAllocateVirtualMemory/ntdll.dll!NtAllocateVirtualMemory/ntoskrnl.exe!KiSystemServiceCopyEnd/ntoskrnl.exe!NtAllocateVirtualMemory/ntoskrnl.exe!MiAllocateVirtualMemoryCommon/ntoskrnl.exe!MiAllocateVirtualMemory",3.722612800,3.724172600,0x000001569529F000,1,0.000,0.004
1982,,"[Root]/ntdll.dll!RtlUserThreadStart/kernel32.dll!BaseThreadInitThunk/xenon_client.exe!__scrt_common_main_seh/xenon_client.exe!main/xenon_client.exe!Chaos::ClientFramework::initialize/chaos_client.dll!Chaos::ClientRoot::initialise/chaos_common.dll!Chaos::Root::initialize/chaos_core.dll!Chaos::StringIDManager::loadStringIDMapFile/chaos_core.dll!Chaos::XMLSerializer::loadFromMemory/chaos_core.dll!Chaos::XMLSerializer::loadFromReader/chaos_core.dll!Chaos::XMLNode::setAttribute/chaos_core.dll!std::vector<std::pair<Chaos::String,Chaos::String>,Chaos::AllocatorWithPool<std::pair<Chaos::String,Chaos::String> > >::_Emplace_reallocate<std::pair<Chaos::String,Chaos::String> >/chaos_core.dll!Chaos::MemoryPool::internal::AllocateHelper<Chaos::MemoryPool::Pool const >/chaos_mempool.dll!Chaos::MemoryPool::Pool::Allocate/chaos_core.dll!Chaos::XMLPool::OnAllocate/chaos_mempool.dll!Chaos::MemoryPool::DebugAllocator::Allocate/chaos_mempool.dll!_malloc_base/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpLowFragHeapAllocFromContext/ntdll.dll!RtlpAllocateUserBlock/ntdll.dll!RtlpAllocateUserBlockFromHeap/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpAllocateHeap/ntdll.dll!RtlpExtendHeap/ntdll.dll!RtlpFindAndCommitPages/chaos_core.dll!Chaos::MemTrack::`anonymous namespace'::Hook_NtAllocateVirtualMemory/ntdll.dll!NtAllocateVirtualMemory/ntoskrnl.exe!KiSystemServiceCopyEnd/ntoskrnl.exe!NtAllocateVirtualMemory/ntoskrnl.exe!MiAllocateVirtualMemoryCommon/ntoskrnl.exe!MiAllocateVirtualMemory",3.730079100,5.655018900,0x0000015694648000,1,0.000,0.055
